"訪談日期","部門","new_GeneralInformation","new_Interviewer"
2017-03-24,"會本部. 展覽業務處","1. 目前公司主要市場以歐美、日本韓國為主，東協國家則對泰國、印度、越南等新興經濟體較有興趣。2.檔期應該與廣交會相連，建議在4月或5月。3.今年展覽人潮感覺較少，應該再加強宣傳。4.詢問買主則為日韓較多，歐美買主較少。5.希望可以增加資訊服務台之點位，或是將服務人員點位分散至角落處，目前安排略為集中靠近出口。","黃楷婷"
2017-03-24,"會本部. 展覽業務處","1. 目前客戶以歐美國家為主，參展則鎖定大陸及台灣之專業展。 東協國家暫時無特定行銷計畫。2. 展覽檔期維持在3月份很好。3. 廠商參觀證應該有膠套，方便廠商放名片。4.展場清潔度應加強，開展當天早上攤位內和走道仍有很多垃圾未清理乾淨。5. 今年展覽遇到很多印度客人，感覺日本與韓國客人較往年少。","黃楷婷"
2017-03-24,"會本部. 展覽業務處","1. 目前公司產品外銷以歐美國家為主，東協國家則在印尼、泰國、菲律賓及印度也有出口。不過參展的話，還是以B2B專業展為主，一般消費性展覽則不考慮。2.希望體育用品展檔期可以避開ISPO，10月或11月都可是可以考慮的時間。3.第一天買主人潮似乎較往年少。4.今年接觸到澳洲客人較多其次為印度、泰國、德國買主，也有新接觸到巴西的買主。5.對於展覽整體規劃並無特別覺得需要改進的地方，攤位位置不錯。","黃楷婷"
2017-03-24,"會本部. 展覽業務處","一、展覽概況展區分類與往年一樣並無太大問題，惟希望展覽檔期與國外其他大展錯開，如2017中國國際體育用品博覽會(China SportShow)於5/23-5/25上海舉行、2017 德國國際專業健身運動器材暨配件展(FIBO)於4/6-4/9於柯隆舉行，以提高國際買主來台觀展之意願。中國及德國展覽規模皆較台灣大，若展覽檔期太接近，大部分買主會選擇到較大規模之展覽，以期與更多供應商洽談並獲取更多資訊。二、市場分析公司目前的主要市場集中在亞洲及中東地區，主因是地緣關係較易開發客戶，許多來台觀展的買主也以東南亞居多，歐美地區偏少。未來會鎖定歐美地區，尤其以美國為主，體育用品產業整體仍呈現持續成長趨勢，因此會以美國為主要開發市場。主要競爭國家會是中國大陸，雖然全球仍是成長趨勢，但供應商的數量大幅增加，難免造成僧多粥少的現象。三、其他建議希望明年體育用品展與自行車展仍維持同檔期舉行，但可留意國外同類型大展的檔期，減少觀展買主拉鋸效應。","黃法藍"
2017-03-24,"會本部. EBS","1. 介紹本會相關服務2. 公司工廠包括仁德廠/太子廠/新市廠/越南廠3. 外銷比例佔整體營收之7成4. 業務林小姐回覆已瞭解本會的各項服務內容,將會轉知其他單位主管,如有相關需求會在與本會聯繫","程議鋐"
2017-03-24,"會本部. 服務業推廣中心","翁紹評醫學博士成立愛群生醫國際一愛群婦產科診所及中醫診所，採用中西診療並進的客製化服務。讓西醫醫學的診斷、檢驗及各項積極治療，加入中醫醫學來提供更適性的體內調節，以達到整合免疫、遺傳及健康發展的目的。該診所於3年前在香港以每年辦理1次說明會及透過facebook粉絲專頁及病患口耳相傳的方式來宣傳推廣。今年將計畫至澳門、中國大陸重慶、上海、杭州及哈爾濱尋求合作對象。張雅嬋組長說明本會辦理醫療服務推廣之活動規劃及協助個別業者辦理行銷推廣的服務內容。並邀請該診所參加本會於本(106)年3月29日辦理的採購大會服務專區。","服務業推廣中心張雅嬋組長、邱湘茹、徐宗君"
2017-03-24,"會本部. 南港國際展覽中心","王秘書長正青：一、樂觀期待貿協取得南港2館營運權，搭配中央及台北市政府之政策資源，轉而提供公協會及展會主辦單位利用南港2館之誘因，發揮南港1館及2館1加1大於2之綜效。二、本屆工具機展成效頗佳，惟展覽場地不足問題仍待解決，於爭艷館展出之廠商頗有微詞。故南港2館於108年啟用後，世貿1館仍需為展覽用途使用，俟南港3館(若中央有此規劃)完成後再行變更為其他用途，如此方能稍微舒緩工具機展攤位不足之壓力。三、南港2館OT案為符合GPA精神，將辦理國際性招商，惟仍寄望政府公共建設摒棄以資金回收為目的之思維，扶持國內非營利機構取得該案，以避免兩館分屬不同營運單位造成資源分散。本公會將全力支持貿協取得該館營運權。四、倘貿協順利取得南港2館營運權，建議宜就下一屆工具機展之人流、物流與車流動線先行規劃，妥善利用該館地下1樓大客車停車空間，分時、分區、分段安排機具進退場，降低對周邊道路之衝擊。五、工具機展著重於南港2館1樓及4樓展場空間之有效利用，倘未來該館7樓會議廳之裝修未能及時完成，南港1館之會議空間應已足夠展期所需。賴副主任元化：秘書長今日建言本中心將做為撰寫南港2館投標計畫之參考，感謝公會對本會的支持，貿協亦將全力以赴取得南港2館營運權。","南港展覽中心賴副主任元化、許專委正來及賴高專登科"
2017-03-24,"會本部. EBS","公司主要產品為鐵金屬銲接材料， 3/21來信查詢29國統計資料，3/23來上本處”業務行銷力提升與顧客經營實戰班”課程，公司有主要官網，目前暫不需要台灣經貿網的服務。","楊雅棻"
2017-03-24,"會本部. 行銷專案處","一、產品特色介紹第25屆台灣精品獎建大輪胎獲銀質獎之得獎產品-「K1160X」VALKYRIE是專為高階公路車所設計，特殊膠料與防刺層設計，適用於全地型環境，騎乘更安心。本產品特點如下： 1.1 「K1160X」搭配KENDA R3C配方同時具備低能耗與高耐磨特性，耐磨性比一般胎高出50%以上，具有低能耗特性與提升輪胎使用壽命，兼具環保與節能減碳特點。 1.2 120TPI可摺疊胎體設計，使用KEVLAR BEAD材質取代傳統鋼絲胎唇，充分降低重量，讓產品之運送更符合效率，輕量化設計減少膠料用量，更環保。1.3 KA (K-ARMOR)為建大獨創的嶄新防刺層科技，具有優秀防刺能力和低滾動阻力特性，輕量化的材質，性能和安全兼具。1.4 「K1160X」具有KENDA獨創特殊花紋設計，具有低滾動阻力特性，搭配乳聚丁苯橡膠(SSBR)超低滾阻胎面膠配方，使其胎面接地部位膠料具有極佳的低滾組的特性，極佳的操控性能與耐磨性，是一條兼具性能與環保的輪胎。1.5 「K1160X」以符合騎乘舒適性與安全性的人性化考量為第一優先設計目標，設計時以輪胎適合人的生理、心理以及環境系統等特點，讓產品符合安全、健康和舒適的目的。許家豪先生提到，公路車防刺胎K1160X榮獲『台灣精品銀質獎』的殊榮，同列銀質獎的廠商有納智捷汽車、捷安特自行車、宏佳騰機車、華碩電腦等台灣知名大廠，建大輪胎在成車部分屬零配件產品，無法像一般成車受大眾矚目，這項殊榮對該公司全體同仁來說是非常大的鼓勵與肯定，亦是公司投入研發設計及行銷推廣的可貴成果，。在2017台北國際自行車展的攤位上更把銀質獎獎座及得獎輪胎輔以珠寶燈投射高級精品之展示方式展出於現場。二、行銷策略許家豪先生表示，在每年全球各大秀展上，收集各競爭廠家最新動態，每年自行車展如美國INTERBIKE，歐洲EUROBIKE，臺灣TAIPEI CYCLE SHOW等；汽車展有美國SEMA SHOW，新加坡汽車零件展、德國ESSEN SHOW、義大利波隆納展等；機車展有歐洲EICMA SHOW、INTERMOT SHOW等，建大皆有設立攤位展示與服務，與各相關廠家資訊交流與互動。建大輪胎行銷方面投注相當多的資源，如：NBA 克里夫蘭騎士隊、NHL Columbus Blue Jacket 美國職業冰球隊、義大利甲級足球聯賽、NCAA 美國大學男子籃球、女子籃球賽、美國 NCAA 大學美式足球、美國職業高爾夫球選手 Chad Campbell、女子高爾夫球選手盧曉晴、龔怡萍、郭艾榛，法國Cofidis team 車隊，日本 D1 飄移賽車，台灣職棒統一獅隊、SBL 超級籃球聯賽、台灣 TSR&KCC 機車錦標賽...等各項活動與賽事贊助。其中在歐洲地區行銷於2016/2017義大利甲級聯賽的Napoli, Palermo and Torino三個球隊球場內可看見建大輪胎的身影，美國地區則為NBA克里夫蘭騎士隊開幕賽的贊助商，並贊助車手Shawn Morris在2016 TORC越野錦標賽第8站賽事中奪下冠軍，該比賽場地位於美國明尼蘇達州的ERX Motor Park。中國大陸第十三屆中國東川「雄風杯」泥石流國際汽車越野賽暨2016中國汽車越野錦標賽東川站，建大贊助賽事的全程賽段，本賽事為中國汽車越野系列賽的一站。建大在過去運動行銷經驗意識到，除可以幫助該公司與觀眾進一步地接觸外，增加建大品牌的認識及使我們能夠獲得新客戶。而廣大的TV轉播及影片分享將幫助建大KENDA提升及提高快速成長的品牌聲譽及知名度。本會表示去(2016)年台灣精品美利達盃在中國大陸市場頗受好評，建大輪胎表示有興趣與本計畫合作台灣精品冠名賽。三、通路及拓銷布局該公司目前銷售超過83個國家，擁有153家以上的代理商通路，北美地區由美國分公司負責，中國與越南內銷市場，在天津、昆山、深圳、越南廠設立辦公室負責，2015年新增印尼分公司。建大輪胎於2016年6月2日舉行越南新廠的動土典禮，新廠位於同奈省的「江田工業區」，將聚焦生產汽車胎，日產能約2.5萬條，除供應內需市場外，也會利用越南TPP成員國優勢，出口產品至美國。越南是TPP、RCEP的會員國，未來擁有對多國的關稅優惠。","彭湘尹"
2017-03-24,"會本部. 展覽業務處","1.展覽規劃:(1)認為本展之展區規劃洽當。(2)明年會參加本展，而不選擇參加台中自行車週。2.國外展競爭優勢:經常參加德國福吉莎芬自行車展，表示福吉莎芬自行車展之領導性大廠明年多不參加該展，明顯呈現衰退，表示台北自行車展參展效果佳。3.目標市場:歐美。4.新南向市場:因在越南有設廠，並曾參加展昭在越南辦理的展覽，對南向市場有興趣耕耘。","邱玉珠"
2017-03-24,"會本部. 展覽業務處","1.展覽規劃:(1)滿意每年可以在固定區域選擇攤位，因為固定攤位位置，對客人來訪較便利且孰悉，對公司而言可以持續累積知名度。(2)明年將以參加本展為主，放棄參加台中自行車週。2.曾參加德國福吉莎芬自行車展及日本自行車展，因非受訪者出差，未表達對前述2展之觀點。3.目標市場: 中南美、東歐、蘇俄。4.新南向市場:曾參加展昭在越南辦理的展覽，對南向市場表示有興趣。","邱玉珠"
