svd,EXHIBITION_NAME,EXHIBITION_COUNTRY,EXHIBITION_LOCATION,EXHIBITS,EXHIBITION_INDUSTRY,FREQUENCY,CONTACT_EMAIL
0.444018377,Anfas Hotel Equipment - 26th International Hospitality Industry Equipments Exhibition,Turkey,Antalya Expo Center,"Machinery and Equipments for Restaurants, Industrial Kitchens and Laundries, Fast Food & Patisserie Systems and Materials, Serving Materials (Glass, Porcelain, Metal), Hotel Textile, Decoration Materials, Hotel Furniture,  Heating and Ventilating and Cooling (HVAC) systems, etc.","Services/Hotel,Restaurant&CateringBusiness",Annual,info@anfas.com.tr
0.401269182,14th GARMENTECH Bangladesh 2015,Bangladesh,Bangabandhu International Conference Centre,"GARMENT MACHINERY & ACCESSORIES: Automation System, Machinery & Accessories, Boilers, CAD/CAM/CIM System, Chemicals & Dyes, Computer Software, Creasing, Cutting & Laying Machinery, Embroidery & Quilting Machinery,  Fastening Machines, Finishing, Fusing Equipment, etc.","Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Living/Textiles&Apparel(Materials,Products&Machinery);Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,tipu@garmentechdhaka.com
0.548438807,Japan Grand Shoes Collection Summer 2015 (150th),Japan,Kobe International Exhibition Hall,New collections of chemical shoes.,"Living/Leather(Materials,Products,Machinery),Footwear",Three times or more a year,NULL
0.529179214,Automotive World 2015,Japan,Tokyo Big Sight,"Car Electronics, Automotive components, Technology for EV, HEV, Manufacturing Technology, etc.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering",Annual,NULL
0.453424812,CAR-ELE JAPAN-7th Int'l Automotive Electronics Technology Expo(CAR-ELE JAPAN ),Japan,Tokyo Big Sight,"In-vehicle Embedded Software, Semiconductors, Electronic Components & Devices, Testing Technologies, Automotive Components & In-vehicle System, Electronic Materials, Manufacturing Equipments/Technologies, etc.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery)",Annual,car-ele@reedexpo.co.jp
0.534041432,5th Automotive Weight Reduction Expo,Japan,Tokyo Big Sight,"Materials, Molding / Processing Technologies, Processing Equipment, Components / Modules, Other Technologies for Automotive Weight Reduction, etc.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery)",Annual,alt@reedexpo.co.jp
0.620405684,1st Automotive Components Processing Technology Expo,Japan,Tokyo Big Sight,"Trial pieces for following automotive components, Processing technologies for automotive components; Press work, Sheet-metal work, Casting/Forging, Surface finishing/Heat treatment, Cutting/Grinding process, Resin fabrication, etc.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery)",Annual,apt@reedexpo.co.jp
0.485801507,7th LED/OLED Lighting Technology Expo(Light-Tech),Japan,Tokyo Big Sight,"All kinds of Manufacturing Equipment, Inspection/Measurement/Test/Evaluation Equipment, Components/Materials, Thermal Solution, Power Supply, LED Wafer Manufacturing Technologies, Lighting Control Technologies and Other Lighting Devices for LED/OLED Lighting.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Optics,OpticalInstruments,Laser",Annual,lighting@reedexpo.co.jp
0.538594732,1st WEARABLE EXPO,Japan,Tokyo Big Sight,"Electronic Component, High Performance Material, Battery/Power Transmission Technology, Data Analysis/IT Service, Wearable Device","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Living/Textiles&Apparel(Materials,Products&Machinery);Hobby,Education/Sports(Goods,Facilities&Services);Hobby,Education/Amusement&Entertainment",Annual,wearable@reedexpo.co.jp
0.413636562,12th EDUCATION KOREA 2015,South Korea,Coex Convention and Exhibition Center,"Education Equipment, Education Facility, Education Content, Education Service, Language Education, Culture Education.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Hobby,Education/Education&Training",Annual,jung@exporum.com
0.496049917,55th India International Garment Fair 2015(IIGF),India,Pragati Maidan,"Blazers, shirts, top, blouses, shorts, cardigan, casual wear, skirts, suits, co-ordinates, sweater, infant wear, jackets, T-shirts, vest, ladies wear, men's wear, etc.","Living/Textiles&Apparel(Materials,Products&Machinery);Hobby,Education/Sports(Goods,Facilities&Services)",Twice a year,rbehl@aepcindia.com
0.507445111,8th India Rubber Expo and Tyre Show 2015(IRE 2015),India,Pragati Maidan,"automotive tyres/tubes, belts and beltings, camelback products, latex products, conveyors, V belts, transmissions, rubber canvases , footwear, machinery and testing equipment, moulded/extruded rubber goods.","FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Living/Housewares,Tableware,Porcelain,Glassware",Biennial,ire2015@indiarubberexpo.in.
0.564992675,"IBEX INDIA 2015 - 4th International Exhibition and Conference on Banking Technology, Equipment & Services(IBEX INDIA 2015)",India,"MMRDA Grounds, Bandra Kurla Complex","Pyhsical and Electronic Security Equipments, Office Equipments, Access, Control, Communication,Currency, Queue Management Systems, Other Bank Equipments, Banking & Financial Software, Enterprise Application Software, IT Infrastructure & IT Services.","Services/Finance,Banking,Insurance;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/OfficeSupplies&Equipment,OfficeAutomation",Biennial,ibexsecretariat@pdatradefairs.com
0.573880988,NAMM Show,United States,Anaheim Convention Center,"Musical Instruments, Stage Lighting and Sound, Computer Software and Hardware, DJ, and Sheet Music.","Hobby,Education/Music(Instruments,Discs,SheetMusic);Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,registration@namm.org
0.437307074,Interior Design Show (IDS),Canada,Metro Toronto Convention Centre,"international interior design, architecture and industrial design trends.","Services/Design(incl.IndustrialDesign);Living/Furniture&Furnishings,Parts",Annual,info@interiordesignshow.com
0.421018947,24th Food Hospitality World 2015(FHW 2015),India,Bandra BKC MMRDA Ground,"B2B Exhibition related to Food, Beverages & Hospitality Industry.","Services/Hotel,Restaurant&CateringBusiness;Services/Exhibition&ConventionIndustry;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing",Annual,dhananjay@fieramilano.in
0.414115392,HAUSLBAUERMESSE Graz,Austria,Messe Graz,"Renovation, Building, Energy.","Building,Construction/Building&Construction,RealEstate;FundamentalIndustries/Mining,Energy",Annual,office@mcg.at
0.437037567,International Travel Fair & International Fair for Regional Tourism(GO and REGIONTOUR 2015),Czech Republic,Brno Exhibition Centre,"Tourism, Spas, Travel Services, Accommodations and Catering Services, Tourist Attractions, Special-interest Organizations, Media.","Hobby,Education/Tourism&Travel(Goods,Facilities&Services);Services/Hotel,Restaurant&CateringBusiness;Hobby,Education/Sports(Goods,Facilities&Services);Information,Telecommunication/Telecommunication,DataProcessing,Computer;MedicalCare,Health/HealthCare(Equipment,Products&Services)",Annual,mmlcak@bvv.cz
0.51573594,Destinations: The Holiday & Travel Show,United Kingdom,Olympia London,"Activity & Adventure, Cruise, Travel Accessories and World food, Holiday Homes, etc.","Hobby,Education/Tourism&Travel(Goods,Facilities&Services);Services/Hotel,Restaurant&CateringBusiness;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Jewelry,Gold/Silverware,Accessories;Transportation,Logistics,Packaging/Aerospace&Aviation,AirportEquipment;MedicalCare,Health/HealthCare(Equipment,Products&Services)",Annual,sam.north@clarionevents.com
0.626479516,American Made Show,United States,Walter E. Washington Convention Center,"gold,silver and gemstone jewelry; eco-friendly products-throughout all product divisions-made from recycled and sustainably produced materials; giftware for homes and commercial spaces; tabletop decor; functional and decorative ceramics and glass; kitchen utensils, sculpture; clocks, etc.","Living/Gifts,Handicrafts,Premiums&Incentives;Living/Jewelry,Gold/Silverware,Accessories;Living/Housewares,Tableware,Porcelain,Glassware;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;FundamentalIndustries/Minerals,Stones,Glass,Ceramics;Hobby,Education/Education&Training",Twice a year,info@rosengrp.com
0.444631078,MAISON & OBJET Paris,France,Paris Nord Villepinte,"Giftware, Arts and Crafts, Game, Toys, Office Items, Stationery, Design, Print, Fashion Accessories, Fragrances, Bath Accessories, Home Textile, Tableware, Interior Decoration, Garden Items.","Living/Gifts,Handicrafts,Premiums&Incentives;Living/Furniture&Furnishings,Parts;Living/Housewares,Tableware,Porcelain,Glassware;Living/Textiles&Apparel(Materials,Products&Machinery)",Twice a year,maison-objet@badgeonline.net
0.571770095,PREMIERE CLASSE,France,Parc des expositions de la Porte de Versailles,"Fashion Accessories, high-end jewellery, footwear, leather goods and many other accessory.","Living/Textiles&Apparel(Materials,Products&Machinery);Living/Jewelry,Gold/Silverware,Accessories;Living/Leather(Materials,Products,Machinery),Footwear",Twice a year,info@premiere-classe.com
0.329352542,Vicenzaoro January 2015,Italy,Fiera di Vicenza,"Exclusive and Industrial Goldware, Jewellery, Hand-made and Machine-made Silverware and Watches.","Living/Jewelry,Gold/Silverware,Accessories;Living/Watches&Clocks,Cameras",Annual,info@vicenzafiera.it
0.480938659,Toronto International Boat Show,Canada,Direct energy centre,"boats, electric and wooden boats, canoes, kayaks, gear and accessories, engines, electronics, marine gifts and accessories.","Transportation,Logistics,Packaging/Boats,SmallShips(incl.Equipment&Supplies);Hobby,Education/Sports(Goods,Facilities&Services);Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,lwaddell@canadianboatshows.com
0.428010916,Motor Bike Expo(MBE),Italy,Veronafiere,Mortorcycle.,"Transportation,Logistics,Packaging/Bicycles,Motorcycles(incl.Parts)",Annual,info@motorbikeexpo.it
0.46914846,T-Gold 2015,Italy,Fiera di Vicenza,"Machines/Equipment for Gold, Jewelry, Precious Metals.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Living/Jewelry,Gold/Silverware,Accessories",Annual,info@vicenzafiera.it
0.463889674,International Green Week Berlin(IGW),Germany,Messe Berlin,"International foods items;Beer, wine, sparkling wine, meats, sausages, seafood, teas, herbs and spices. Organics. Agricultural/horticultural equipment, home technology, machinery/fixtures, Seed, Greenhouses/gardening supplies, Breeding stock, and pets.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Hobby,Education/Horticulture,Gardening;Hobby,Education/Pets;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,igw@messe-berlin.de
0.485435419,Japan Fishing Show 2015,Japan,Pacifico Yokohama,A whole range of fishing tackles and goods for outdoor leisure.,"Hobby,Education/Hobby,Do-It-Yourself,Collector'sItems;Hobby,Education/Sports(Goods,Facilities&Services);Hobby,Education/Amusement&Entertainment",Annual,NULL
0.650134843,BIJORHCA Paris,France,Paris expo Porte de Versailles,"Designers, manufacturers for Costume jewellery, silver Jewellery, brand name and haute-couture jewellery and fashion accessories.","Living/Jewelry,Gold/Silverware,Accessories;Living/Textiles&Apparel(Materials,Products&Machinery)",Twice a year,info@bijorhca.com
0.529445179,SIRHA2015(SIRHA2015),France,Parc des Expositions de Lyon,"Food, drink, bread, patry making, equipement, tableware, hotellerie, cafe and bar.","Services/Hotel,Restaurant&CateringBusiness;Services/ShopFitting&Equipment,Display;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts",Biennial,nadege.bel@gl-events.com
0.368850921,Boot Duesseldorf 2015,Germany,Duesseldorf Exhibition Centre,"surfing, kitesurfing, stand-up paddling,wakeboarding, watersports schools, skimboard, diving equipment, motor boats, angling, motor yachts, motor sailers, engines, technical accessories, water tourism, canoes, kayaks etc.","Transportation,Logistics,Packaging/Boats,SmallShips(incl.Equipment&Supplies);Hobby,Education/Sports(Goods,Facilities&Services)",Annual,info@messe-duesseldorf.de
0.438730598,"36 Salon International Ice Cream, Pastry and Bakery(SIGEP 2015)",Italy,RIMINI FIERA,"Cakes, Pastries and Ice-Cream Making Machines and Accessories. Counters, Refrigerated Show Case and Display Counters. Furniture for Cake and Pastry Laboratories and Point of Sale. Raw Ingredients, Semimanufactured Products for Cakes, Pastries and Ice-Cream Making. Waffles and Cones.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Services/ShopFitting&Equipment,Display",Annual,g.degirolamo @ riminifiera.it
0.462816925,vivanti - lifestyle trade fair(vivanti),Germany,Duesseldorf Exhibition Center,"Current collections and the newest trends for living ambience, tableware, gourmet gifts, stationery, wellness and jewellery.","Living/Furniture&Furnishings,Parts",Twice a year,info@vivanti-messe.de
0.67490444,"Miyagi, Sendai Reconstruction Housing Reform Fair 2015",Japan,"Miyagi Exhibition Center ""Yume Messe""","Housing equipment and facilities, building materials, interior/exterior materials, house remodeling materials and components, security system, and etc.","Building,Construction/Building&Construction,RealEstate;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting",Annual,reform@the-reform.co.jp
0.700215898,40th Winter Fancy Food Show - San Francisco,United States,Moscone Center,"specialty food products, confections, cheese, coffee, snacks, spices, ethnic, natural, organic and more.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Gifts,Handicrafts,Premiums&Incentives;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts",Annual,membership@specialtyfood.com
0.612644353,INTERSEC 2015,United Arab Emirates,Dubai International Convention and Exhibition Centre (DICEC),"Commercial Security and Safety Sytems for homes, offices, shops, industry and public service operations. Security, Safety Products and Services for police, fire, medical and rescue services.","Living/Security,Safety,FireProtection,Police,Defense;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Services/ShopFitting&Equipment,Display;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,intersec@uae.messefrankfurt.com
